match_id,time_ms,ball_sn,x,y,score,org_score
26,4774620,0,988.0,200.0,0.9999999974192815,19.775197982788086
26,4774620,0,752.0,1052.0,2.248462154745986e-07,-15.307848930358887
26,4774620,0,492.0,1076.0,3.973445434160718e-05,-10.133252143859863
26,4774620,0,104.0,1032.0,3.6845253288777766e-08,-17.116539001464847
26,4774620,0,736.0,1068.0,3.5702092277822265e-09,-19.450641632080078
26,4774660,0,752.0,1052.0,6.009504351016505e-08,-16.627338409423828
26,4774660,0,492.0,1076.0,0.0002820249271087051,-8.173233032226562
26,4774660,0,980.0,224.0,2.1014972668744646e-07,-15.375445365905762
26,4774660,0,1128.0,624.0,1.6668663164334863e-07,-15.607150077819824
26,4774660,0,104.0,1032.0,8.145263296243863e-08,-16.323244094848633
26,4774700,0,924.0,264.0,0.9999999986874124,20.451265335083008
26,4774700,0,752.0,1052.0,3.4696600043508905e-07,-14.874038696289062
26,4774700,0,492.0,1076.0,0.00021395689291333884,-8.449522018432617
26,4774700,0,104.0,1032.0,2.7069502268187503e-08,-17.424858093261722
26,4774700,0,0.0,1076.0,8.977097208307771e-09,-18.528589248657227
26,4774740,0,896.0,296.0,0.9999999968908926,19.588930130004886
26,4774740,0,752.0,1052.0,2.059690584868742e-06,-13.092952728271484
26,4774740,0,496.0,1076.0,0.00031423777996834656,-8.065046310424805
26,4774740,0,104.0,1032.0,2.7281863035988112e-08,-17.417043685913086
26,4774740,0,0.0,1076.0,8.021579772033479e-09,-18.64113044738769
26,4774780,0,864.0,332.0,0.9999999675673629,17.24410057067871
26,4774780,0,740.0,1068.0,4.243248135795127e-06,-12.370177268981935
26,4774780,0,496.0,1076.0,0.0005878790819356746,-7.438401222229004
26,4774780,0,0.0,1076.0,8.534514656501105e-09,-18.579147338867188
26,4774780,0,0.0,1064.0,1.629183222841343e-08,-17.932601928710938
26,4774820,0,836.0,376.0,0.9999999948417688,19.082672119140625
26,4774820,0,740.0,1068.0,1.855323396306864e-06,-13.197449684143065
26,4774820,0,492.0,1076.0,0.0005465379254423417,-7.511360168457031
26,4774820,0,0.0,1076.0,7.341315554231981e-09,-18.7297477722168
26,4774820,0,0.0,1064.0,1.2632046264447852e-08,-18.18702888488769
26,4774860,0,804.0,420.0,0.9999999979845142,20.02240562438965
26,4774860,0,752.0,1052.0,2.0213730482367854e-06,-13.11173152923584
26,4774860,0,496.0,1076.0,0.001745860030338059,-6.3487606048583975
26,4774860,0,0.0,1076.0,6.7845065401248464e-09,-18.808624267578125
26,4774860,0,0.0,1064.0,1.0644028129389449e-08,-18.358266830444336
26,4774900,0,772.0,468.0,0.9999999999224598,23.28022384643555
26,4774900,0,752.0,1052.0,2.422081464863191e-05,-10.628273963928224
26,4774900,0,496.0,1076.0,0.0016171941632692516,-6.42544412612915
26,4774900,0,0.0,1076.0,1.3828544650730492e-08,-18.09653091430664
26,4774900,0,0.0,1064.0,2.155030382649325e-08,-17.652875900268555
26,4774940,0,740.0,516.0,0.9999999994798896,21.37697982788086
26,4774940,0,752.0,1052.0,0.0006577053634705001,-7.326095581054687
26,4774940,0,496.0,1076.0,0.0006502169988212165,-7.337553977966309
26,4774940,0,1128.0,624.0,7.507988226756227e-09,-18.707298278808594
26,4774940,0,0.0,1076.0,1.1180982143155838e-08,-18.309051513671875
26,4774980,0,712.0,568.0,0.9999999997653226,22.172809600830078
26,4774980,0,752.0,1052.0,0.021911224708109963,-3.7986013889312735
26,4774980,0,492.0,1076.0,1.770172727557998e-05,-10.9418306350708
26,4774980,0,1128.0,624.0,1.8806048044751016e-08,-17.789087295532227
26,4774980,0,0.0,1076.0,1.8475965000259584e-08,-17.806795120239258
26,4775020,0,684.0,624.0,0.9999999979450485,20.003013610839844
26,4775020,0,752.0,1052.0,0.00030253986487588965,-8.102994918823242
26,4775020,0,492.0,1076.0,1.6644117845777416e-05,-11.003437042236328
26,4775020,0,0.0,1076.0,1.1087053865148875e-08,-18.317487716674805
26,4775020,0,0.0,1064.0,1.1334399645859614e-08,-18.29542350769043
26,4775060,0,656.0,620.0,0.9999983833989986,13.335183143615724
26,4775060,0,752.0,1056.0,3.741598878544726e-08,-17.101167678833008
26,4775060,0,492.0,1076.0,7.486966794570288e-09,-18.710102081298828
26,4775060,0,0.0,1076.0,1.4870312023976509e-08,-18.02389907836914
26,4775060,0,0.0,1064.0,4.7773151733397554e-08,-16.856801986694336
26,4775100,0,632.0,620.0,0.9999992907733964,14.159090042114258
26,4775100,0,752.0,1056.0,3.9747682331819014e-08,-17.040714263916016
26,4775100,0,0.0,1076.0,1.5327107834954585e-08,-17.993642807006836
26,4775100,0,0.0,1064.0,5.839016018246823e-08,-16.656118392944336
26,4775100,0,0.0,0.0,5.05640957256422e-08,-16.800024032592773
26,4775140,0,604.0,620.0,0.9999981364822977,13.193042755126953
26,4775140,0,752.0,1056.0,2.354626439912758e-08,-17.564298629760742
26,4775140,0,0.0,1076.0,1.4562487188395921e-08,-18.044816970825195
26,4775140,0,0.0,1064.0,6.029608249350937e-08,-16.623998641967773
26,4775140,0,0.0,0.0,4.500704828893553e-08,-16.916446685791016
26,4775180,0,580.0,624.0,0.9999989482938024,13.765095710754395
26,4775180,0,752.0,1056.0,1.4404226225425883e-08,-18.055744171142575
26,4775180,0,0.0,1076.0,1.4937598709743172e-08,-18.019384384155273
26,4775180,0,0.0,1064.0,5.811095607367168e-08,-16.660911560058597
26,4775180,0,0.0,0.0,6.397742970951007e-08,-16.564735412597653
26,4775220,0,552.0,632.0,0.9999998856926673,15.984375
