match_id,time_ms,ball_sn,x,y,score
20,6665380,0,767,653,0.9811239838600159
20,6665380,0,184,142,0.5136834383010864
20,6665420,0,754,668,0.9870440363883972
20,6665420,0,184,143,0.48394015431404114
20,6665460,0,739,687,0.9922838807106018
20,6665460,0,184,142,0.5165812373161316
20,6665460,0,743,685,0.07259584218263626
20,6665500,0,725,709,0.9914291501045227
20,6665500,0,184,142,0.4953209459781647
20,6665500,0,728,706,0.06773187965154648
20,6665540,0,714,728,0.9803137183189392
20,6665540,0,184,142,0.48555004596710205
20,6665540,0,719,730,0.11269703507423401
20,6665580,0,738,683,0.9511190056800842
20,6665580,0,743,680,0.549972414970398
20,6665580,0,184,142,0.5096597671508789
20,6665620,0,773,630,0.9352341294288635
20,6665620,0,767,636,0.7917129993438721
20,6665620,0,184,142,0.522318959236145
20,6665620,0,769,627,0.21565787494182587
20,6665620,0,776,625,0.11733073741197586
20,6665620,0,766,641,0.06979887932538986
20,6665660,0,797,587,0.9819285869598389
20,6665660,0,184,142,0.5003616213798523
20,6665660,0,802,585,0.17536157369613647
20,6665660,0,800,590,0.050649985671043396
20,6665700,0,820,556,0.9641094207763672
20,6665700,0,184,142,0.47831159830093384
20,6665700,0,827,550,0.39639657735824585
20,6665700,0,815,554,0.07976234704256058
20,6665700,0,830,546,0.07637941092252731
20,6665700,0,961,1073,0.05007033050060272
20,6665740,0,847,518,0.9671314358711243
20,6665740,0,184,142,0.440250426530838
20,6665740,0,843,522,0.20035351812839508
20,6665740,0,852,516,0.11881251633167267
20,6665740,0,962,1072,0.09564859420061111
20,6665780,0,868,495,0.9873924851417542
20,6665780,0,184,142,0.4128822982311249
20,6665780,0,872,492,0.14345505833625793
20,6665820,0,888,467,0.9881744384765625
20,6665820,0,892,466,0.5743790864944458
20,6665820,0,184,142,0.431925505399704
20,6665820,0,884,473,0.17058640718460083
20,6665860,0,907,447,0.995062530040741
20,6665860,0,184,142,0.4264012575149536
20,6665900,0,921,433,0.9832087159156799
20,6665900,0,184,142,0.43911221623420715
20,6665900,0,963,1072,0.11081390827894211
20,6665940,0,942,416,0.9921084046363831
20,6665940,0,937,414,0.6568047404289246
20,6665940,0,184,142,0.4786020517349243
20,6665940,0,966,1072,0.265493780374527
20,6665980,0,955,403,0.9659874439239502
20,6665980,0,184,142,0.46378862857818604
20,6665980,0,958,399,0.3590756058692932
20,6665980,0,966,1072,0.23356138169765472
20,6666020,0,971,392,0.9826443791389465
20,6666020,0,184,142,0.465805321931839
20,6666020,0,965,390,0.24813984334468842
20,6666020,0,968,1071,0.21005037426948547
20,6666020,0,967,395,0.07269762456417084
20,6666060,0,985,385,0.9908919930458069
20,6666060,0,967,1072,0.40009722113609314
20,6666060,0,184,142,0.33157360553741455
20,6666100,0,998,377,0.9885320663452148
20,6666100,0,967,1072,0.3845353424549103
20,6666100,0,184,142,0.3495122492313385
20,6666100,0,993,375,0.14363564550876617
20,6666140,0,1010,372,0.9851546883583069
20,6666140,0,184,142,0.34123367071151733
20,6666140,0,967,1072,0.07334059476852417
20,6666180,0,1024,370,0.9914381504058838
20,6666180,0,184,142,0.36895951628685
20,6666180,0,966,1072,0.09052480012178421
20,6666180,0,1019,369,0.06347635388374329
20,6666220,0,1034,368,0.9925239682197571
20,6666220,0,184,142,0.37632644176483154
20,6666220,0,967,1072,0.11741022020578384
20,6666220,0,1039,367,0.08059709519147873
20,6666260,0,1044,369,0.9956634640693665
20,6666260,0,184,142,0.3694293200969696
20,6666260,0,1049,366,0.21073612570762634
20,6666260,0,967,1072,0.11498256772756577
20,6666300,0,1055,369,0.9937746524810791
20,6666300,0,184,142,0.43690645694732666
20,6666300,0,967,1072,0.1421622633934021
20,6666340,0,1065,372,0.9914711117744446
20,6666340,0,184,142,0.4269052743911743
20,6666340,0,1069,370,0.14292533695697784
20,6666380,0,1076,374,0.9941288232803345
20,6666380,0,184,142,0.4411720931529999
20,6666380,0,1072,371,0.1226501613855362
20,6666380,0,967,1072,0.10482881218194962
20,6666420,0,1084,358,0.9873329997062683
20,6666420,0,184,142,0.4930889904499054
20,6666420,0,1087,355,0.3312630355358124
20,6666420,0,967,1072,0.1761806458234787
20,6666420,0,1081,353,0.07213015854358673
20,6666460,0,1088,342,0.9932218790054321
20,6666460,0,184,142,0.48006513714790344
20,6666460,0,967,1072,0.30584385991096497
20,6666500,0,1095,328,0.8720071911811829
20,6666500,0,184,142,0.5184563398361206
20,6666500,0,967,1072,0.2703953683376312
20,6666540,0,184,142,0.501542329788208
20,6666540,0,967,1072,0.3300159275531769
20,6666580,0,184,142,0.5313743352890015
20,6666580,0,967,1072,0.39792072772979736
20,6666580,0,1106,298,0.08183994144201279
20,6666620,0,1114,286,0.8161845207214355
20,6666620,0,184,142,0.5208134055137634
20,6666620,0,967,1072,0.3014395236968994
20,6666620,0,1110,290,0.05880594626069069
20,6666660,0,1116,276,0.9967420697212219
20,6666660,0,184,142,0.4953707754611969
20,6666660,0,967,1072,0.3772827386856079
20,6666660,0,1123,277,0.07591067254543304
20,6666700,0,1123,269,0.995029866695404
20,6666700,0,184,142,0.5057002902030945
20,6666700,0,967,1071,0.43154993653297424
20,6666700,0,1128,270,0.057668041437864304
20,6666740,0,1130,262,0.9904664754867554
20,6666740,0,967,1071,0.5618970990180969
20,6666740,0,184,142,0.4683602452278137
20,6666740,0,1125,260,0.17511364817619324
20,6666780,0,1133,256,0.9914634823799133
20,6666780,0,184,142,0.5316493511199951
20,6666780,0,965,1072,0.43676283955574036
20,6666820,0,1136,255,0.992618978023529
20,6666820,0,184,142,0.5253010988235474
20,6666820,0,967,1071,0.5061682462692261
20,6666820,0,1141,258,0.10375148057937622
20,6666860,0,1137,261,0.9932413101196289
20,6666860,0,967,1071,0.6850681304931641
20,6666860,0,184,142,0.5140311121940613
20,6666900,0,1135,268,0.9933499693870544
20,6666900,0,967,1071,0.7653316855430603
20,6666900,0,184,142,0.48615762591362
20,6666900,0,963,1073,0.12360114604234695
20,6666900,0,1140,270,0.09960650652647018
20,6666940,0,1136,277,0.9924593567848206
20,6666940,0,966,1071,0.794859766960144
20,6666940,0,184,142,0.4969789981842041
20,6666940,0,1140,279,0.24048924446105957
20,6666940,0,963,1073,0.14489606022834778
20,6666980,0,1137,289,0.9926692247390747
20,6666980,0,967,1071,0.8909760117530823
20,6666980,0,184,142,0.4996108114719391
20,6666980,0,963,1074,0.08455012738704681
20,6667020,0,1138,302,0.9845244288444519
20,6667020,0,967,1071,0.8382433652877808
20,6667020,0,184,142,0.4711998403072357
20,6667020,0,963,1073,0.21744988858699799
20,6667020,0,1135,299,0.15200066566467285
20,6667020,0,1141,299,0.0728529691696167
20,6667060,0,1140,319,0.9928752183914185
20,6667060,0,967,1071,0.9015343189239502
20,6667060,0,184,142,0.5075876712799072
20,6667060,0,960,1070,0.11606369912624359
20,6667060,0,965,1075,0.08476171642541885
20,6667100,0,1141,334,0.9857540130615234
20,6667100,0,968,1071,0.9200935363769531
20,6667100,0,184,142,0.5008823871612549
20,6667100,0,963,1073,0.2828366756439209
20,6667100,0,1140,339,0.09387853741645813
20,6667100,0,1137,331,0.07259749621152878
20,6667140,0,1143,354,0.9802995920181274
20,6667140,0,967,1072,0.6725742220878601
20,6667140,0,184,142,0.5240800976753235
20,6667140,0,1139,350,0.21476168930530548
20,6667140,0,1146,349,0.05322623252868652
20,6667180,0,1144,375,0.9928368926048279
20,6667180,0,184,142,0.5047597885131836
20,6667180,0,966,1072,0.14422711730003357
20,6667180,0,1139,373,0.07975411415100098
20,6667180,0,1068,259,0.05446120724081993
20,6667180,0,1147,372,0.05357329547405243
20,6667220,0,1145,398,0.9641777873039246
20,6667220,0,184,142,0.5223167538642883
20,6667220,0,1148,403,0.1496623456478119
20,6667220,0,1147,393,0.08926346153020859
20,6667220,0,1142,395,0.07116718590259552
20,6667260,0,1147,426,0.9871708750724792
20,6667260,0,184,142,0.5255032777786255
20,6667300,0,1147,449,0.9915032386779785
20,6667300,0,184,142,0.5286312699317932
20,6667300,0,1152,448,0.251949280500412
20,6667340,0,1153,485,0.9601528644561768
20,6667340,0,184,142,0.48919516801834106
20,6667340,0,1148,482,0.05487871542572975
20,6667380,0,1152,514,0.9902359843254089
20,6667380,0,184,142,0.505202054977417
20,6667380,0,1158,512,0.05916594713926315
20,6667420,0,1158,552,0.9660255908966064
20,6667420,0,184,142,0.4925045371055603
20,6667420,0,1153,550,0.12111764401197433
20,6667420,0,1155,555,0.08829309046268463
20,6667460,0,1159,588,0.9774882793426514
20,6667460,0,184,142,0.469787061214447
20,6667460,0,1163,590,0.08910781890153885
20,6667460,0,1155,586,0.05014100298285484
20,6667500,0,1164,627,0.9823304414749146
20,6667500,0,184,142,0.44373980164527893
20,6667500,0,1167,624,0.14275233447551727
20,6667500,0,1164,633,0.0999719575047493
20,6667500,0,1160,625,0.055909231305122375
20,6667540,0,1166,674,0.880947470664978
20,6667540,0,1168,670,0.4757275879383087
20,6667540,0,184,142,0.45437389612197876
20,6667540,0,1169,677,0.3969869911670685
20,6667540,0,1166,666,0.08069594949483871
20,6667580,0,1170,692,0.989557683467865
20,6667580,0,184,142,0.4529130756855011
20,6667620,0,1169,692,0.9914583563804626
20,6667620,0,184,142,0.4567263722419739
20,6667660,0,1172,695,0.9907735586166382
20,6667660,0,184,142,0.45173683762550354
20,6667700,0,1176,698,0.9917661547660828
20,6667700,0,184,142,0.48940709233283997
20,6667700,0,1172,695,0.0754091814160347
20,6667740,0,1177,704,0.9884711503982544
20,6667740,0,184,142,0.5376173257827759
20,6667740,0,1182,703,0.10187036544084549
20,6667780,0,1180,712,0.9848105311393738
20,6667780,0,184,142,0.4479079842567444
20,6667820,0,1182,722,0.9852710962295532
20,6667820,0,184,142,0.47952374815940857
20,6667860,0,1185,735,0.9870381355285645
20,6667860,0,185,142,0.5123708248138428
20,6667860,0,1189,732,0.13191083073616028
20,6667900,0,1187,748,0.980430006980896
20,6667900,0,184,142,0.5441823601722717
20,6667940,0,1190,766,0.9767009615898132
20,6667940,0,184,142,0.5318040251731873
20,6667940,0,1193,763,0.11655867099761963
