match_id,time_ms,ball_sn,x,y
26,4774620,0,989,199
26,4774660,0,959,230
26,4774700,0,928,261
26,4774740,0,897,297
26,4774780,0,865,335
26,4774820,0,835,376
26,4774860,0,804,420
26,4774900,0,775,466
26,4774940,0,743,515
26,4774980,0,713,569
26,4775020,0,682,623
26,4775060,0,658,621
26,4775100,0,632,619
26,4775140,0,607,620
26,4775180,0,582,624
26,4775220,0,553,629
26,4775260,0,527,638
26,4775300,0,499,648
26,4775340,0,470,662
26,4775380,0,442,679
26,4775420,0,414,699
26,4775460,0,382,721
26,4775500,0,352,745
26,4775540,0,321,774
26,4775580,0,289,807
26,4775620,0,360,742
26,4775660,0,444,667
26,4775700,0,516,605
26,4775740,0,577,552
26,4775780,0,634,506
26,4775820,0,684,469
26,4775860,0,728,436
26,4775900,0,769,406
26,4775940,0,804,381
26,4775980,0,838,362
26,4776020,0,868,344
26,4776060,0,897,330
26,4776100,0,922,318
26,4776140,0,945,308
26,4776180,0,966,300
26,4776220,0,987,296
26,4776260,0,1006,292
26,4776300,0,1023,290
26,4776340,0,1039,290
26,4776380,0,1052,292
26,4776420,0,1067,293
26,4776460,0,1080,297
26,4776500,0,1091,302
26,4776540,0,1103,306
26,4776580,0,1113,313
26,4776620,0,1123,322
26,4776660,0,1133,330
26,4776700,0,1140,319
26,4776740,0,1147,301
26,4776780,0,1153,283
26,4776820,0,1158,267
26,4776860,0,1164,253
26,4776900,0,1171,238
26,4776940,0,1176,231
26,4776980,0,1183,221
26,4777020,0,1186,218
26,4777060,0,1187,230
26,4777100,0,1194,242
26,4777140,0,1197,255
26,4777180,0,1203,272
26,4777220,0,1206,292
26,4777260,0,1210,311
26,4777300,0,1210,337
26,4777340,0,1214,363
26,4777380,0,1218,390
26,4777420,0,1218,421
26,4777460,0,1221,456
26,4777500,0,1222,491
26,4777540,0,1225,531
26,4777580,0,1226,574
26,4777620,0,1228,613
26,4777660,0,1231,613
26,4777700,0,1235,614
26,4777740,0,1239,617
26,4777780,0,1242,623
26,4777820,0,1245,630
26,4777860,0,1248,641
26,4777900,0,1252,653
26,4777940,0,1256,668
26,4777980,0,1259,686
26,4778020,0,1263,706
26,4778060,0,1266,729
26,4778100,0,1270,755
26,4778140,0,1274,784
26,4778180,0,1277,814
26,4778220,0,1281,851
26,4778260,0,1256,813
26,4778300,0,1210,732
26,4778340,0,1172,666
26,4778380,0,1135,611
26,4778420,0,1104,561
26,4778460,0,1075,520
26,4778500,0,1049,486
26,4778540,0,1026,457
26,4778580,0,1003,433
26,4778620,0,983,412
26,4778660,0,966,396
26,4778700,0,948,382
26,4778740,0,931,372
26,4778780,0,917,363
26,4778820,0,903,358
26,4778860,0,890,354
26,4778900,0,876,353
26,4778940,0,866,353
26,4778980,0,855,355
26,4779020,0,844,358
26,4779060,0,835,356
26,4779100,0,827,335
26,4779140,0,821,315
26,4779180,0,813,296
26,4779220,0,808,284
26,4779260,0,801,269
26,4779300,0,796,258
26,4779340,0,790,248
26,4779380,0,785,239
26,4779420,0,779,233
26,4779460,0,775,229
26,4779500,0,770,223
26,4779540,0,765,222
26,4779580,0,758,219
26,4779620,0,758,217
26,4779660,0,759,214
26,4779700,0,756,216
26,4779740,0,755,219
26,4779780,0,753,221
26,4779820,0,750,225
26,4779860,0,747,233
26,4779900,0,745,241
26,4779940,0,743,251
26,4779980,0,739,266
26,4780020,0,737,280
26,4780060,0,733,296
26,4780100,0,731,316
26,4780140,0,727,339
26,4780180,0,724,362
26,4780220,0,720,388
26,4780260,0,715,417
26,4780300,0,711,448
26,4780340,0,706,481
26,4780380,0,700,518
26,4780420,0,696,557
26,4780460,0,691,600
26,4780500,0,685,645
26,4780540,0,678,694
26,4780580,0,672,735
26,4780620,0,668,729
26,4780660,0,664,726
26,4780700,0,659,724
26,4780740,0,654,724
26,4780780,0,650,727
26,4780820,0,645,731
26,4780860,0,647,720
26,4780900,0,675,656
26,4780940,0,695,602
26,4780980,0,714,555
26,4781020,0,731,516
26,4781060,0,746,482
26,4781100,0,760,454
26,4781140,0,773,429
26,4781180,0,785,409
26,4781220,0,795,392
26,4781260,0,804,378
26,4781300,0,814,366
26,4781340,0,823,358
26,1592350,2,1064,238
26,1592390,2,1063,245
26,1592430,2,1062,255
26,1592470,2,1061,266
26,1592510,2,1059,278
26,1592550,2,1058,292
26,1592590,2,1056,308
26,1592630,2,1053,327
26,1592670,2,1052,346
26,1592710,2,1050,369
26,1592750,2,1048,392
26,1592790,2,1046,420
26,1592830,2,1043,449
26,1592870,2,1041,480
26,1592910,2,1038,515
26,1592950,2,1035,552
26,1592990,2,1033,592
26,1593030,2,1030,634
26,1593070,2,1027,681
26,1593110,2,1024,730
26,1593150,2,1019,781
26,1593190,2,1016,795
26,1593230,2,1013,792
26,1593270,2,1009,792
26,1593310,2,1006,792
26,1593350,2,1001,797
26,1593390,2,997,803
26,1593430,2,993,812
26,1593470,2,997,770
26,1593510,2,1010,681
26,1593550,2,1020,606
26,1593590,2,1029,539
26,1593630,2,1035,483
26,1593670,2,1042,435
26,1593710,2,1046,393
26,1593750,2,1050,358
26,1593790,2,1053,328
26,1593830,2,1056,303
26,1593870,2,1058,282
26,1593910,2,1060,265
26,1593950,2,1061,251
26,1593990,2,1061,240
26,1594030,2,1062,232
26,1594070,2,1062,228
26,1594110,2,1063,224
26,1594150,2,1062,224
26,1594190,2,1061,224
26,1594230,2,1061,227
26,1594270,2,1060,230
26,1594310,2,1058,235
26,1594350,2,1057,242
26,1594390,2,1056,249
26,1594430,2,1054,259
26,1594470,2,1053,268
26,1594510,2,1052,280
26,1594550,2,1050,291
26,1594590,2,1048,302
26,1594630,2,1048,280
26,1594670,2,1048,257
26,1594710,2,1049,236
26,1594750,2,1049,220
26,1594790,2,1048,203
26,1594830,2,1049,188
26,1594870,2,1046,179
26,1594910,2,1040,174
26,1594950,2,1034,173
26,1594990,2,1026,171
26,1595030,2,1021,172
26,1595070,2,1015,173
26,1595110,2,1009,176
26,1595150,2,1004,180
26,1595190,2,997,186
26,1595230,2,991,192
26,1595270,2,984,203
26,1595310,2,976,213
26,1595350,2,972,225
26,1595390,2,964,239
26,1595430,2,958,256
26,1595470,2,952,273
26,1595510,2,946,295
26,1595550,2,939,317
26,1595590,2,931,341
26,1595630,2,924,368
26,1595670,2,918,397
26,1595710,2,909,428
26,1595750,2,902,461
26,1595790,2,894,497
26,1595830,2,887,537
26,1595870,2,879,579
26,1595910,2,872,622
26,1595950,2,864,670
26,1595990,2,856,720
26,1596030,2,849,761
26,1596070,2,840,751
26,1596110,2,833,744
26,1596150,2,826,739
26,1596190,2,818,734
26,1596230,2,811,733
26,1596270,2,803,734
26,1596310,2,795,737
26,1596350,2,786,743
26,1596390,2,801,708
26,1596430,2,839,630
26,1596470,2,872,569
26,1596510,2,901,516
26,1596550,2,929,473
26,1596590,2,951,437
26,1596630,2,972,404
26,1596670,2,993,379
26,1596710,2,1012,359
26,1596750,2,1029,341
26,1596790,2,1043,328
26,1596830,2,1058,316
26,1596870,2,1071,308
26,1596910,2,1083,302
26,1596950,2,1095,298
26,1596990,2,1107,297
26,1597030,2,1117,297
26,1597070,2,1125,296
26,1597110,2,1133,298
26,1597150,2,1142,301
26,1597190,2,1147,286
26,1597230,2,1152,267
26,1597270,2,1156,249
26,1597310,2,1160,234
26,1597350,2,1164,221
26,1597390,2,1171,209
26,1597430,2,1173,199
26,1597470,2,1167,197
26,1597510,2,1160,199
26,1597550,2,1151,199
26,1597590,2,1145,201
26,1597630,2,1138,201
26,1597670,2,1132,201
26,1597710,2,1122,205
26,1597750,2,1113,207
26,1597790,2,1106,212
26,1597830,2,1096,216
26,1597870,2,1086,220
26,1597910,2,1078,225
26,1597950,2,1067,234
26,1597990,2,1058,242
26,1598030,2,1048,251
26,1598070,2,1038,259
26,1598110,2,1027,269
26,1598150,2,1017,281
26,1598190,2,1005,294
26,1598230,2,994,307
26,1598270,2,981,322
26,1598310,2,969,337
26,1598350,2,958,355
26,1598390,2,946,373
26,1598430,2,931,393
26,1598470,2,919,414
26,1598510,2,905,436
26,1598550,2,891,461
26,1598590,2,877,485
26,1598630,2,863,509
26,1598670,2,849,539
26,1598710,2,834,569
26,1598750,2,819,600
26,1598790,2,804,633
26,1598830,2,788,667
26,1598870,2,772,703
26,1598910,2,756,740
26,1598950,2,745,750
26,1598990,2,736,741
26,1599030,2,728,736
26,1599070,2,719,732
26,1599110,2,711,730
26,1599150,2,702,730
26,1599190,2,693,731
26,1599230,2,683,734
26,1599270,2,675,740
26,1599310,2,665,747
26,1599350,2,657,756
26,1599390,2,658,715
26,1599430,2,666,645
26,1599470,2,672,585
26,1599510,2,677,538
26,1599550,2,681,498
26,1599590,2,685,466
26,1599630,2,689,440
26,1599670,2,691,420
26,1599710,2,693,405
26,1599750,2,694,391
26,1599790,2,695,383
26,1599830,2,696,376
26,1599870,2,697,372
26,1599910,2,696,371
26,1599950,2,696,372
26,1599990,2,697,366
26,1600030,2,696,339
26,1600070,2,696,315
26,1600110,2,696,296
26,1600150,2,697,278
26,1600190,2,698,261
26,1600230,2,698,248
26,1600270,2,697,235
26,5607420,6,816,545
26,5607460,6,805,509
26,5607500,6,795,480
26,5607540,6,788,455
26,5607580,6,779,434
26,5607620,6,771,418
26,5607660,6,763,405
26,5607700,6,756,396
26,5607740,6,750,387
26,5607780,6,744,382
26,5607820,6,738,380
26,5607860,6,733,380
26,5607900,6,727,381
26,5607940,6,723,383
26,5607980,6,718,384
26,5608020,6,716,362
26,5608060,6,714,341
26,5608100,6,711,324
26,5608140,6,706,306
26,5608180,6,707,293
26,5608220,6,706,281
26,5608260,6,703,270
26,5608300,6,701,261
26,5608340,6,699,255
26,5608380,6,698,249
26,5608420,6,697,245
26,5608460,6,696,242
26,5608500,6,694,241
26,5608540,6,693,240
26,5608580,6,692,243
26,5608620,6,692,246
26,5608660,6,691,250
26,5608700,6,705,251
26,5608740,6,722,253
26,5608780,6,741,253
26,5608820,6,762,259
26,5608860,6,780,263
26,5608900,6,801,269
26,5608940,6,823,279
26,5608980,6,845,292
26,5609020,6,869,303
26,5609060,6,893,318
26,5609100,6,918,335
26,5609140,6,943,354
26,5609180,6,968,375
26,5609220,6,995,397
26,5609260,6,1023,424
26,5609300,6,1052,451
26,5609340,6,1081,480
26,5609380,6,1112,513
26,5609420,6,1143,548
26,5609460,6,1175,585
26,5609500,6,1207,626
26,5609540,6,1240,670
26,5609580,6,1274,716
26,5609620,6,1306,750
26,5609660,6,1328,746
26,5609700,6,1352,744
26,5609740,6,1375,744
26,5609780,6,1399,750
26,5609820,6,1399,717
26,5609860,6,1375,665
26,5609900,6,1354,621
26,5609940,6,1335,580
26,5609980,6,1316,545
26,5610020,6,1299,515
26,5610060,6,1285,487
26,5610100,6,1270,462
26,5610140,6,1255,444
26,5610180,6,1242,429
26,5610220,6,1230,416
26,5610260,6,1219,404
26,5610300,6,1208,396
26,5610340,6,1198,389
26,5610380,6,1189,384
26,5610420,6,1178,382
26,5610460,6,1171,381
26,5610500,6,1165,381
26,5610540,6,1157,380
26,5610580,6,1150,384
26,5610620,6,1144,387
26,5610660,6,1138,392
26,5610700,6,1133,389
26,5610740,6,1131,369
26,5610780,6,1124,351
26,5610820,6,1122,334
26,5610860,6,1122,322
26,5610900,6,1115,307
26,5610940,6,1113,296
26,5610980,6,1108,287
26,5611020,6,1105,280
26,5611060,6,1102,272
26,5611100,6,1098,268
26,5611140,6,1095,263
26,5611180,6,1092,259
26,5611220,6,1089,258
26,5611260,6,1085,258
26,5611300,6,1082,259
26,5611340,6,1076,259
26,5611380,6,1057,263
26,5611420,6,1037,269
26,5611460,6,1017,276
26,5611500,6,995,283
26,5611540,6,973,293
26,5611580,6,951,307
26,5611620,6,929,323
26,5611660,6,905,340
26,5611700,6,882,360
26,5611740,6,856,383
26,5611780,6,832,411
26,5611820,6,805,437
26,5611860,6,779,469
26,5611900,6,752,503
26,5611940,6,723,540
26,5611980,6,694,580
26,5612020,6,664,625
26,5612060,6,633,671
26,5612100,6,601,722
26,5612140,6,571,760
26,5612180,6,546,755
26,5612220,6,521,755
26,5612260,6,495,755
26,5612300,6,469,758
26,5612340,6,441,763
26,5612380,6,413,771
26,5612420,6,386,781
26,5612460,6,357,794
26,5612500,6,342,794
26,5612540,6,391,728
26,5612580,6,440,666
26,5612620,6,480,614
26,5612660,6,518,567
26,5612700,6,553,523
26,5612740,6,586,484
26,5612780,6,618,452
26,5612820,6,647,420
26,5612860,6,673,392
26,5612900,6,697,365
26,5612940,6,722,344
26,5612980,6,744,324
26,5613020,6,763,305
26,5613060,6,783,289
26,5613100,6,802,276
26,5613140,6,820,261
26,5613180,6,835,251
26,5613220,6,851,243
26,5613260,6,865,235
26,5613300,6,881,229
26,5613340,6,893,223
26,5613380,6,905,219
26,5613420,6,918,215
26,5613460,6,929,213
26,5613500,6,940,211
26,5613540,6,951,212
26,5613580,6,962,214
26,5613620,6,969,214
26,5613660,6,983,253
26,5613700,6,981,291
26,5613740,6,979,333
26,5613780,6,978,377
26,5613820,6,977,423
26,4054280,12,825,486
26,4054320,12,823,492
26,4054360,12,823,499
26,4054400,12,872,476
26,4054440,12,921,452
26,4054480,12,964,432
26,4054520,12,998,418
26,4054560,12,1026,406
26,4054600,12,1051,397
26,4054640,12,1072,391
26,4054680,12,1090,386
26,4054720,12,1106,384
26,4054760,12,1118,383
26,4054800,12,1130,383
26,4054840,12,1141,367
26,4054880,12,1148,340
26,4054920,12,1157,317
26,4054960,12,1165,298
26,4055000,12,1171,277
26,4055040,12,1180,260
26,4055080,12,1185,248
26,4055120,12,1188,239
26,4055160,12,1193,229
26,4055200,12,1197,222
26,4055240,12,1200,216
26,4055280,12,1202,213
26,4055320,12,1205,210
26,4055360,12,1191,208
26,4055400,12,1177,208
26,4055440,12,1163,210
26,4055480,12,1144,213
26,4055520,12,1131,218
26,4055560,12,1114,224
26,4055600,12,1098,229
26,4055640,12,1082,238
26,4055680,12,1067,247
26,4055720,12,1050,259
26,4055760,12,1032,274
26,4055800,12,1016,288
26,4055840,12,998,306
26,4055880,12,980,324
26,4055920,12,963,343
26,4055960,12,946,364
26,4056000,12,927,388
26,4056040,12,908,415
26,4056080,12,891,442
26,4056120,12,873,472
26,4056160,12,853,503
26,4056200,12,834,537
26,4056240,12,814,573
26,4056280,12,793,612
26,4056320,12,780,608
26,4056360,12,767,602
26,4056400,12,754,599
26,4056440,12,739,598
26,4056480,12,724,598
26,4056520,12,710,601
26,4056560,12,696,603
26,4056600,12,680,609
26,4056640,12,665,617
26,4056680,12,649,626
26,4056720,12,634,637
26,4056760,12,618,652
26,4056800,12,602,667
26,4056840,12,585,684
26,4056880,12,611,655
26,4056920,12,664,600
26,4056960,12,711,554
26,4057000,12,751,515
26,4057040,12,790,481
26,4057080,12,824,452
26,4057120,12,854,429
26,4057160,12,884,409
26,4057200,12,908,392
26,4057240,12,933,380
26,4057280,12,954,370
26,4057320,12,975,360
26,4057360,12,994,354
26,4057400,12,1011,349
26,4057440,12,1029,347
26,4057480,12,1044,345
26,4057520,12,1058,346
26,4057560,12,1072,347
26,4057600,12,1084,351
26,4057640,12,1095,339
26,4057680,12,1103,322
26,4057720,12,1111,306
26,4057760,12,1120,292
26,4057800,12,1128,281
26,4057840,12,1136,268
26,4057880,12,1143,261
26,4057920,12,1149,253
26,4057960,12,1155,247
26,4058000,12,1163,243
26,4058040,12,1168,239
26,4058080,12,1169,241
26,4058120,12,1167,241
26,4058160,12,1163,247
26,4058200,12,1160,251
26,4058240,12,1158,259
26,4058280,12,1155,269
26,4058320,12,1151,279
26,4058360,12,1149,292
26,4058400,12,1145,306
26,4058440,12,1142,323
26,4058480,12,1140,342
26,4058520,12,1137,362
26,4058560,12,1135,385
26,4058600,12,1132,409
26,4058640,12,1129,435
26,4058680,12,1127,466
26,4058720,12,1125,497
26,4058760,12,1123,532
26,4058800,12,1119,569
26,4058840,12,1117,610
26,4058880,12,1115,653
26,4058920,12,1113,697
26,4058960,12,1108,697
26,4059000,12,1104,698
26,4059040,12,1100,699
26,4059080,12,1096,702
26,4059120,12,1091,709
26,4059160,12,1086,717
26,4059200,12,1082,727
26,4059240,12,1077,740
26,4059280,12,1072,756
26,4059320,12,1068,775
26,4059360,12,1069,710
26,4059400,12,1071,632
26,4059440,12,1074,569
26,4059480,12,1076,513
26,4059520,12,1077,464
26,4059560,12,1078,424
26,4059600,12,1078,389
26,4059640,12,1079,360
26,4059680,12,1079,335
26,4059720,12,1079,315
26,4059760,12,1078,298
26,4059800,12,1077,283
26,4059840,12,1077,271
26,4059880,12,1076,262
26,4059920,12,1075,255
26,4059960,12,1074,251
26,4060000,12,1073,248
26,4060040,12,1072,248
26,4060080,12,1071,250
26,4060120,12,1069,252
26,4060160,12,1068,256
26,4060200,12,1066,262
26,4060240,12,1064,268
26,4060280,12,1063,277
26,4060320,12,1061,284
26,4060360,12,1061,294
26,4060400,12,1060,304
26,4060440,12,1059,300
26,4060480,12,1058,278
26,4060520,12,1058,259
26,4060560,12,1059,244
26,4060600,12,1059,229
26,4060640,12,1054,219
26,4060680,12,1047,223
26,4060720,12,1042,228
26,4060760,12,1036,236
26,4060800,12,1030,244
26,4060840,12,1022,252
26,4060880,12,1016,265
26,4060920,12,1008,277
26,4060960,12,1001,291
26,4061000,12,994,308
26,4061040,12,986,327
26,4061080,12,981,348
26,4061120,12,974,371
26,4061160,12,967,394
26,4061200,12,959,419
26,4061240,12,952,450
26,4061280,12,948,483
26,4061320,12,939,516
26,4061360,12,932,552
26,4061400,12,925,591
26,4061440,12,918,633
26,4061480,12,911,659
26,4061520,12,906,658
26,4061560,12,900,659
26,4061600,12,895,661
26,4061640,12,888,665
26,4061680,12,882,673
26,4061720,12,876,682
26,4061760,12,870,693
26,4061800,12,863,706
26,4061840,12,857,722
26,4061880,12,850,741
26,4061920,12,848,749
26,4061960,12,886,681
26,4062000,12,919,624
26,4062040,12,948,576
26,4062080,12,976,533
26,4062120,12,999,500
26,4062160,12,1019,472
26,4062200,12,1039,446
26,6347740,14,1197,535
26,6347780,14,1163,500
26,6347820,14,1134,472
26,6347860,14,1106,446
26,6347900,14,1082,425
26,6347940,14,1060,407
26,6347980,14,1037,393
26,6348020,14,1019,382
26,6348060,14,1000,373
26,6348100,14,984,366
26,6348140,14,969,361
26,6348180,14,955,358
26,6348220,14,940,356
26,6348260,14,931,358
26,6348300,14,918,359
26,6348340,14,909,362
26,6348380,14,899,367
26,6348420,14,891,374
26,6348460,14,883,367
26,6348500,14,876,346
26,6348540,14,868,328
26,6348580,14,860,313
26,6348620,14,855,298
26,6348660,14,851,281
26,6348700,14,844,273
26,6348740,14,836,263
26,6348780,14,831,254
26,6348820,14,825,248
26,6348860,14,821,242
26,6348900,14,816,238
26,6348940,14,811,236
26,6348980,14,808,235
26,6349020,14,804,236
