match_id,time_ms,ball_sn,x,y,score,org_score
20,6665380,0,768.0,656.0,0.999999720002734,15.088485717773438
20,6665380,0,968.0,1072.0,0.977504288123272,3.7716779708862314
20,6665380,0,0.0,580.0,1.4587117299187412e-08,-18.043127059936523
20,6665380,0,968.0,208.0,3.24742802736727e-09,-19.54540252685547
20,6665380,0,292.0,164.0,5.2053850325699144e-09,-19.07357215881348
20,6665420,0,752.0,672.0,0.999999970899722,17.35251808166504
20,6665420,0,968.0,1072.0,0.9561215670625145,3.081462144851685
20,6665420,0,0.0,564.0,3.8040015586510795e-08,-17.084627151489258
20,6665420,0,280.0,180.0,2.6381821457831345e-09,-19.753175735473636
20,6665420,0,292.0,164.0,6.711990544772826e-09,-18.81937026977539
20,6665460,0,736.0,692.0,0.9999999868696849,18.14834213256836
20,6665460,0,964.0,1076.0,0.1307756558257005,-1.8941179513931277
20,6665460,0,292.0,164.0,5.672812553758473e-08,-16.684995651245114
20,6665460,0,968.0,208.0,6.0571430377429e-09,-18.922027587890625
20,6665460,0,0.0,564.0,4.1141342122316224e-08,-17.00625228881836
20,6665500,0,724.0,712.0,0.9999999811680721,17.78771209716797
20,6665500,0,292.0,164.0,1.1170520524321745e-07,-16.007402420043945
20,6665500,0,964.0,1076.0,5.510884517857286e-06,-12.108779907226562
20,6665500,0,968.0,208.0,1.2894784830984007e-08,-18.16644287109375
20,6665500,0,0.0,560.0,7.009225094939782e-08,-16.473453521728516
20,6665540,0,712.0,732.0,0.9999999972067877,19.69607353210449
20,6665540,0,292.0,164.0,4.280659069483472e-08,-16.96657371520996
20,6665540,0,968.0,208.0,1.2276300060426781e-08,-18.215595245361328
20,6665540,0,964.0,1076.0,2.6394920531464437e-08,-17.45009422302246
20,6665540,0,0.0,560.0,7.363490095448982e-08,-16.42414665222168
20,6665580,0,736.0,688.0,0.9999999998687643,22.75402641296387
20,6665580,0,964.0,1076.0,7.717099892386573e-06,-11.772064208984375
20,6665580,0,292.0,164.0,2.9073814418504907e-08,-17.35342788696289
20,6665580,0,0.0,560.0,7.13308800350821e-08,-16.455936431884766
20,6665580,0,968.0,208.0,5.042836610384603e-09,-19.105297088623047
20,6665620,0,772.0,632.0,0.9999999979103933,19.986289978027344
20,6665620,0,964.0,1076.0,1.3587515758008635e-05,-11.206345558166504
20,6665620,0,292.0,164.0,2.2350887950089335e-08,-17.61639976501465
20,6665620,0,0.0,560.0,6.724051158136257e-08,-16.514989852905273
20,6665620,0,280.0,180.0,2.215280145095016e-09,-19.927886962890625
20,6665660,0,796.0,592.0,0.9999999999499354,23.717708587646484
20,6665660,0,292.0,164.0,2.3237434090743666e-08,-17.57750129699707
20,6665660,0,960.0,1076.0,3.2197066554098046e-08,-17.25139045715332
20,6665660,0,0.0,560.0,6.602831246291517e-08,-16.53318214416504
20,6665660,0,280.0,180.0,2.217888696934643e-09,-19.92671012878418
20,6665700,0,820.0,560.0,0.9999999999419846,23.570314407348636
20,6665700,0,964.0,1076.0,8.967908923128669e-06,-11.621849060058596
20,6665700,0,0.0,560.0,6.796580779245572e-08,-16.504261016845707
20,6665700,0,968.0,208.0,3.9944580283990415e-09,-19.33835792541504
20,6665700,0,292.0,164.0,1.0944559362343617e-08,-18.33042335510254
20,6665740,0,848.0,520.0,0.9999999999552462,23.8298454284668
20,6665740,0,964.0,1076.0,0.08682088803782649,-2.3530848026275635
20,6665740,0,292.0,164.0,1.6770945610716457e-08,-17.90361785888672
20,6665740,0,0.0,560.0,6.827790419890792e-08,-16.499679565429688
20,6665740,0,968.0,208.0,4.612577648953323e-09,-19.19447898864746
20,6665780,0,864.0,496.0,0.9999999817939219,17.821510314941406
20,6665780,0,964.0,1076.0,0.11854230316640633,-2.0063071250915527
20,6665780,0,292.0,164.0,1.8947148054497956e-08,-17.781612396240234
20,6665780,0,280.0,180.0,8.679750662610482e-09,-18.56227302551269
20,6665780,0,968.0,208.0,6.329418392154929e-09,-18.8780574798584
20,6665820,0,888.0,472.0,0.9999999934399775,18.84227180480957
20,6665820,0,964.0,1076.0,0.010275127154142154,-4.5677008628845215
20,6665820,0,280.0,180.0,9.057934535094532e-09,-18.519624710083008
20,6665820,0,0.0,560.0,7.074757062300763e-08,-16.464147567749027
20,6665820,0,292.0,164.0,7.601519416331996e-09,-18.694917678833008
20,6665860,0,904.0,452.0,0.9999999690703237,17.291549682617188
20,6665860,0,960.0,1076.0,0.981600135563261,3.976840734481812
20,6665860,0,280.0,180.0,1.2516900345172125e-08,-18.196186065673828
20,6665860,0,292.0,164.0,1.1449122832931928e-08,-18.28535270690918
20,6665860,0,0.0,560.0,7.405335474430427e-08,-16.418479919433597
20,6665900,0,920.0,436.0,0.9999995815641513,14.686741828918455
20,6665900,0,964.0,1072.0,0.9979371681313675,6.181610584259032
20,6665900,0,292.0,164.0,4.361126245456447e-08,-16.94795036315918
20,6665900,0,0.0,560.0,7.16972556766966e-08,-16.450813293457028
20,6665940,0,940.0,416.0,0.9999998988420562,16.106582641601562
20,6665940,0,964.0,1072.0,0.9993585362284009,7.351116180419923
20,6665940,0,292.0,164.0,4.0629392737369026e-08,-17.018774032592773
20,6665940,0,0.0,560.0,8.806088043656355e-08,-16.245237350463867
20,6665980,0,952.0,408.0,0.9999997329419201,15.135799407958984
20,6665980,0,964.0,1072.0,0.9996676559575605,8.009007453918457
20,6665980,0,292.0,164.0,2.5389799709151326e-08,-17.48891830444336
20,6665980,0,280.0,180.0,9.493593539403822e-09,-18.47264862060547
20,6665980,0,0.0,560.0,5.4936136752639324e-08,-16.717094421386722
20,6666020,0,972.0,396.0,0.9999991649180754,13.995735168457033
